Date,Symbol,Company,Price,Insider Name,Insider Position,Buy/Sell,Insider Trading Shares,Shares Change,Price.1,Price Change Since Insider Trade (%),Dividend Yield %
2018-11-01,LIMIT,LIMIT,15.0,Yara Scott,"SVP, Products",S,15,-15.49,20.01,-25.04,0.0
2018-11-01,LIMIT,LIMIT,0.02,HO LILY,10% Owner,S,0,-13.82,0.49,-95.92,0.0
2018-11-01,LIMIT,LIMIT,15.0,Cohen Andrew M.,"SVP, GC and Corp. Sec.",S,15,-15.25,20.02,-25.07,0.0
2018-11-01,LIMIT,LIMIT,11.49,Eisenberg Jerome B,Director,S,11,-0.53,9.49,21.07,0.0
2018-11-01,LIMIT,LIMIT,231.94,Kearny Ryan C.,"CTO & SVP, Product Development",S,231,-58.18,177.9,30.38,0.0
2018-11-01,LIMIT,LIMIT,48.82,LAY B ALLEN,Director,S,48,-0.94,68.0,-28.21,0.0
2018-11-01,LIMIT,LIMIT,7.24,Toor Nauman Sabeeh,10% Owner,P,7,8.9,1.41,413.48,0.0
2018-11-01,LIMIT,LIMIT,231.94,Rogers Scot Frazier,EVP and General Counsel,S,231,-61.23,177.91,30.37,0.0
2018-11-01,LIMIT,LIMIT,1.54,"Gates Capital Management, L.P.",10% Owner,P,1,0.49,11.26,-86.32,0.0
2018-11-01,LIMIT,LIMIT,41.2,RANKIN ALFRED M ET AL,Chairman,P,41,0.54,61.8,-33.33,3.1
2018-11-01,LIMIT,LIMIT,2.565,Coghlin Christopher J,10% Owner,S,2,-2.26,2.75,-6.73,0.0
2018-11-01,LIMIT,LIMIT,42.2,LEWIS ROBERT B,Executive VP and CFO,S,42,-3.68,24.1,75.1,1.28
2018-11-01,LIMIT,LIMIT,1.55,Robinson James George,Director,P,1,0.19,1.9,-18.42,0.0
2018-11-01,LIMIT,LIMIT,39.94,Streit Steven W,President and CEO,S,39,-0.89,74.96,-46.72,0.0
2018-11-01,LIMIT,LIMIT,43.9,HOLM GEORGE L,See Remarks,S,43,-2.98,29.63,48.16,0.0
2018-11-01,LIMIT,LIMIT,21.99,SANDBERG RICHARD A,Director,S,21,-25.0,15.5,41.87,0.0
2018-11-01,LIMIT,LIMIT,71.13,ISTAR INC.,10% Owner,P,71,0.15,17.87,298.04,0.94
2018-11-01,LIMIT,LIMIT,9.25,Chin Richard,"CEO, 10% Owner",S,9,-1.97,14.68,-36.99,0.0
2018-11-01,LIMIT,LIMIT,39.94,Unruh Jess,Chief Accounting Officer,S,39,-2.99,76.27,-47.63,0.0
2018-11-01,LIMIT,LIMIT,0.000995,Lawrence Adams,CEO,P,0,10.97,0.01,-90.05,0.0
2018-11-01,LIMIT,LIMIT,45.91,Anand Krishnan,Chief Growth Officer,S,45,-5.2,64.81,-29.16,0.73
2018-11-01,LIMIT,LIMIT,46.85,MARCUS GEORGE M,"Director, 10% Owner",S,46,-0.65,35.0,33.86,0.0
2018-11-01,LIMIT,LIMIT,46.85,Phoenix Investments Holdings L,10% Owner,S,46,-0.65,35.0,33.86,0.0
2018-11-01,LIMIT,LIMIT,41.2,"Trust dated 1/1/1977, PNC Bank",member of a group,P,41,2.06,61.82,-33.35,3.1
2018-11-01,LIMIT,LIMIT,434.5,Stefano Caroti,President of Omni Channel,S,434,-6.73,130.0,234.23,0.0
2018-11-01,LIMIT,LIMIT,56.55,Goldberg Gary J,CEO,S,56,-0.59,31.51,79.47,3.62
2018-11-01,LIMIT,LIMIT,90.34,Partners Group Finance USD IC ,Affiliate of the Adviser,S,90,-0.06,5.2,1637.31,0.0
2018-11-01,LIMIT,LIMIT,90.34,Partners Group Finance USD IC ,Affiliate of the Adviser,P,90,0.06,5.18,1644.02,0.0
2018-11-01,LIMIT,LIMIT,46.98,FOOTE WILLIAM C,Director,S,46,-25.0,79.48,-40.89,4.02
2018-11-01,LIMIT,LIMIT,21.74,Lockard Steven C,President and CEO,S,21,-16.32,25.61,-15.11,0.0
2018-11-01,LIMIT,LIMIT,26.55,Prochazka Scott M,President & CEO,S,26,-1.3,27.09,-1.99,2.44
2018-11-01,LIMIT,LIMIT,42.37,Vanounou Eran,Chief Technology Officer,S,42,-25.0,22.8,85.83,0.0
2018-11-01,LIMIT,LIMIT,36.62,Stoppelman Jeremy,CEO,S,36,-0.59,43.05,-14.94,0.0
2018-11-01,LIMIT,LIMIT,822.34,Madeley Hunter,Chief Sales Officer,S,822,-2.68,137.61,497.59,0.0
2018-11-01,LIMIT,LIMIT,10.84,CAKEBREAD STEVEN,CFO,S,10,-100.0,19.14,-43.36,0.0
2018-11-01,LIMIT,LIMIT,15.35,SOPHIE MICHAEL J,Director,S,15,-5.16,8.05,90.68,0.0
2018-11-01,LIMIT,LIMIT,36.46,Stollmeyer Richard Lee,CEO,S,36,-9.45,32.98,10.55,0.0
2018-11-01,LIMIT,LIMIT,18.3,Newell Joe,Chief Tech. Operations Officer,S,18,-4.5,35.0,-47.71,0.0
2018-11-01,LIMIT,LIMIT,56.55,MacGowan William N,"EVP, Human Resources",S,56,-3.06,31.44,79.87,3.62
2018-11-01,LIMIT,LIMIT,688.37,Rencher Bradley,"EVP & GM, Experience Cloud",S,688,-14.99,245.3,180.62,0.0
2018-11-01,LIMIT,LIMIT,48.22,Maharaj Gary R,President & CEO,S,48,-2.94,62.21,-22.49,0.0
2018-11-01,LIMIT,LIMIT,56.11,Schwartz Greg M,President Media & Marketplaces,S,56,-31.85,40.46,38.68,0.0
2018-11-01,LIMIT,LIMIT,41.2,RANKIN CLARA L T,Member of a Group,P,41,2.06,61.82,-33.35,3.1
2018-11-01,LIMIT,LIMIT,48.4,Kaiden Robert,Chief Accounting Officer,S,48,-1.58,34.03,42.23,0.0
2018-11-01,LIMIT,LIMIT,0.0172,Mann Michael Scott,President,P,0,0.13,0.04,-57.0,0.0
2018-11-01,LIMIT,LIMIT,18.03,Schwab Gisela,"Pres, Prod Dev & Med Aff & CMO",S,18,-3.38,14.16,27.33,0.0
2018-11-01,LIMIT,LIMIT,34.042,BUCCI AUGUST,COO,P,34,160.0,27.3,24.7,0.0
2018-11-01,LIMIT,LIMIT,18.03,SCANGOS GEORGE A,Director,S,18,-1.6,14.66,22.99,0.0
2018-11-01,LIMIT,LIMIT,0.84,Ogur Scott Matthew,"CFO, 10% Owner",S,0,-0.02,1.07,-21.5,0.0
2018-11-01,LIMIT,LIMIT,56.55,Buese Nancy,EVP & CFO,S,56,-2.87,31.51,79.47,3.62
2018-11-01,LIMIT,LIMIT,23.77,RAWLS JERRY S,Director,S,23,-6.21,16.77,41.74,0.0
2018-11-01,LIMIT,LIMIT,301.0,Petrovic Shacey,President and COO,S,301,-1.3,86.91,246.34,0.0
2018-11-01,LIMIT,LIMIT,301.17,Weaver Amy E,"Pres., Legal & General Counsel",S,301,-19.41,138.61,117.28,0.0
2018-11-01,LIMIT,LIMIT,206.6,MARCUS JOEL S,Executive Chairman,S,206,-1.75,123.02,67.94,2.12
2018-11-01,LIMIT,LIMIT,19.99,Gustke James A.,Vice President of Marketing,S,19,-3.98,14.86,34.52,0.0
2018-11-01,LIMIT,LIMIT,569.77,Eisenberg Meagen,Chief Marketing Officer,S,569,-59.03,80.3,609.55,0.0
2018-11-01,LIMIT,LIMIT,301.17,BLOCK KEITH,co-CEO,S,301,-9.06,138.61,117.28,0.0
2018-11-01,LIMIT,LIMIT,15.55,DITTRICH ALLEN L,SVP & COO,S,15,-2.67,30.72,-49.38,0.0
2018-11-01,LIMIT,LIMIT,569.77,Horowitz Eliot,Chief Technology Officer,S,569,-7.95,80.66,606.38,0.0
2018-11-01,LIMIT,LIMIT,301.17,Benioff Marc,Chairman of the Board & co-CEO,S,301,-0.02,138.34,117.7,0.0
2018-11-01,LIMIT,LIMIT,90.55,Forest Ronald J,President,S,90,-1.62,35.0,158.71,1.15
2018-11-01,LIMIT,LIMIT,36.42,PLUNKETT J MICHAEL,SVP of Purch & Intl Ops,S,36,-54.48,59.8,-39.1,0.0
2018-11-01,LIMIT,LIMIT,569.77,Ittycheria Dev,President & CEO,S,569,-12.53,80.3,609.55,0.0
2018-11-01,LIMIT,LIMIT,13.7,Bianchi Stephen M,CEO and President,P,13,1.63,12.5,9.6,1.69
2018-11-01,LIMIT,LIMIT,56.55,Dorward-King Elaine J,"EVP, S&ER",S,56,-2.92,31.51,79.47,3.62
2018-11-01,LIMIT,LIMIT,0.84,VENEGAS ZACHARY L,"CEO, 10% Owner",S,0,-0.02,1.07,-21.5,0.0
2018-11-01,LIMIT,LIMIT,108.42,MEEUSEN RICHARD A,"Chairman, President & CEO",S,108,-19.59,50.01,116.8,0.69
2018-11-01,LIMIT,LIMIT,0.84,HELIX OPPORTUNITIES LLC,10% Owner,S,0,-0.02,1.07,-21.5,0.0
2018-11-01,LIMIT,LIMIT,369.79,Casati Gianfranco,Group Chief Exec-Growth Mkts,S,369,-28.41,158.19,133.76,0.97
2018-11-01,LIMIT,LIMIT,44.34,Williams Jerry L.,Director,P,44,2.6,25.88,71.33,0.54
2018-11-01,LIMIT,LIMIT,37.9,CRANDALL  THEODORE D,Director,P,37,24.49,27.84,36.14,0.79
2018-11-01,LIMIT,LIMIT,80.7,Schechter Adam H,EVP & Pres-Global Human Health,S,80,-83.38,73.81,9.33,3.22
2018-11-01,LIMIT,LIMIT,90.34,Goodstein Ruth S,Vice President (1),P,90,0.0,24.0,276.42,0.0
2018-11-01,LIMIT,LIMIT,90.34,TANZMAN MITCHELL A,Principal Executive Officer(1),P,90,0.0,24.0,276.42,0.0
2018-11-01,LIMIT,LIMIT,92.49,Chemnitz Gregory R.,VP General Counsel & Secretary,S,92,-22.68,57.5,60.85,0.51
2018-11-01,LIMIT,LIMIT,89.75,Ward Keith Wayne,Chief Development Officer,S,89,-100.0,59.48,50.89,0.0
2018-11-01,LIMIT,LIMIT,230.03,Stephenson Scott G,CEO and President,S,230,-2.3,118.45,94.2,0.5
2018-11-01,LIMIT,LIMIT,103.71,SALOVAARA KRISTIAN ROBERT,"VP, Business Development",S,103,-37.86,89.53,15.84,1.65
2018-11-01,LIMIT,LIMIT,90.34,TANZMAN MITCHELL A,Principal Executive Officer(1),P,90,100.0,10.0,803.4,0.0
2018-11-01,LIMIT,LIMIT,56.55,Palmer Thomas Ronald,President and COO,S,56,-0.95,31.51,79.47,3.62
2018-11-01,LIMIT,LIMIT,26.74,"SG VTB Holdings, LLC",10% Owner,S,26,-12.59,17.4,53.68,0.0
2018-11-01,LIMIT,LIMIT,0.65,CHEN STEPHEN T,"President,Chairman & CEO, 10% Owner",P,0,91.92,0.21,209.52,0.0
2018-11-01,LIMIT,LIMIT,30.91,"KEMC Fund IV GP, LLC",10% Owner,P,30,19.25,26.81,15.29,0.0
2018-11-01,LIMIT,LIMIT,22.11,LUSCOMBE WENDY W,Director,S,22,-11.31,28.0,-21.04,2.02
2018-11-01,LIMIT,LIMIT,90.34,Goodstein Ruth S,Vice President (1),P,90,100.0,10.0,803.4,0.0
2018-11-01,LIMIT,LIMIT,264.97,MAGRINI JOYCE MANNING,Executive Vice President,S,264,-14.79,174.35,51.98,0.0
2018-11-01,LIMIT,LIMIT,96.16,SMITH JOHN T,Director,S,96,-5.3,21.17,354.23,0.0
2018-11-01,LIMIT,LIMIT,7.34,RAY DEBANJAN,CFO,S,7,-33.6,15.0,-51.07,0.0
2018-11-01,LIMIT,LIMIT,0.138,"MANCHESTER MANAGEMENT PR, LLC",10% Owner,P,0,0.72,1.85,-92.54,0.0
2018-11-01,LIMIT,LIMIT,86.0,Kurian George,CEO,S,86,-33.25,78.35,9.76,2.27
2018-11-01,LIMIT,LIMIT,33.01,BROUGHTON GEORGE W,Director,S,33,-2.66,34.13,-3.28,4.32
2018-11-01,LIMIT,LIMIT,76.8,Abdiel Qualified Master Fund L,10% Owner,P,76,0.54,24.74,210.43,0.0
2018-11-01,LIMIT,LIMIT,434.25,Jagdfeld Aaron,CEO,S,434,-2.43,51.39,745.01,0.0
2018-11-01,LIMIT,LIMIT,140.95,Schiffman Glenn,EVP & CFO,S,140,-100.0,199.05,-29.19,0.0
2018-11-01,LIMIT,LIMIT,9.99,Hicks Bowman Angela R.,Director,S,9,-6.27,19.13,-47.78,0.0
2018-11-01,LIMIT,LIMIT,1.94,DowDuPont Inc.,10% Owner,P,1,0.29,5.79,-66.49,0.0
2018-11-01,LIMIT,LIMIT,120.52,COLLIS STEVEN H,"Chairman, President & CEO",S,120,-7.42,90.92,32.56,1.46
2018-11-01,LIMIT,LIMIT,76.8,Hughes Edward L,"Senior VP, Worldwide Sales",S,76,-15.11,25.51,201.06,0.0
2018-11-01,LIMIT,LIMIT,37.92,Halak Brian K,Director,S,37,-16.1,13.66,177.6,0.0
2018-11-01,LIMIT,LIMIT,17.46,Martin Ronald C.,Director,S,17,-0.49,17.82,-2.02,1.66
2018-11-01,LIMIT,LIMIT,530.34,ZUK NIR,"EVP, Chief Technology Officer",S,530,-2.18,186.2,184.82,0.0
2018-11-01,LIMIT,LIMIT,3.05,WEBB JAMES R,EVP-Gen'l Counsel & Corp. Sec.,P,3,6.09,3.54,-13.84,0.0
2018-11-01,LIMIT,LIMIT,34.27,Sangster David,"EVP, Engineering & Operations",S,34,-100.0,42.56,-19.48,0.0
2018-11-01,LIMIT,LIMIT,530.34,MCLAUGHLIN MARK D,Director,S,530,-9.69,184.23,187.87,0.0
2018-11-01,LIMIT,LIMIT,0.02,HO MARY,10% Owner,S,0,-1.88,0.48,-95.83,0.0
2018-11-01,LIMIT,LIMIT,231.94,MCMILLAN STEPHEN,EVP of Global Services,S,231,-75.68,177.86,30.41,0.0
2018-11-01,LIMIT,LIMIT,41.2,RANKIN BRUCE T,Member of a Group,P,41,1.19,61.82,-33.35,3.1
2018-11-01,LIMIT,LIMIT,31.99,BENNETT C FRANK,"SVP, Antisense Research",S,31,-39.19,49.54,-35.43,0.0
2018-11-01,LIMIT,LIMIT,11.22,BARINGS LLC,Investment Adviser,P,11,0.47,10.12,10.87,6.86
2018-11-01,LIMIT,LIMIT,41.2,Trust dated 9/28/2000 between ,Member of a Group,P,41,1.19,61.82,-33.35,3.1
2018-11-01,LIMIT,LIMIT,20.57,Verma Vikram,CEO,P,20,0.66,17.09,20.36,0.0
2018-11-01,LIMIT,LIMIT,47.68,EGGEMEYER JOHN M III,Director,P,47,4.86,41.23,15.64,2.11
2018-11-01,LIMIT,LIMIT,66.74,Abdiel Qualified Master Fund L,10% Owner,P,66,5.41,50.92,31.07,0.0
2018-11-01,LIMIT,LIMIT,78.97,PRICE ROBERT E,"Director, 10% Owner",S,78,-0.31,69.21,14.1,0.89
2018-11-01,LIMIT,LIMIT,22.94,Aronson Martha Goldberg,Director,P,22,100.0,28.72,-20.13,0.0
2018-11-01,LIMIT,LIMIT,99.96,CULP H LAWRENCE JR,Chairman and CEO,P,99,60.26,9.73,927.34,0.32
2018-11-01,LIMIT,LIMIT,303.29,FITCH SANFORD,Director,S,303,-3.72,113.14,168.07,0.0
2018-11-01,LIMIT,LIMIT,116.05,WADDELL FREDERICK H,Director,P,116,352.95,115.99,0.05,5.65
2018-11-01,LIMIT,LIMIT,116.05,Swedish Joseph,Director,P,116,158.6,116.42,-0.32,5.65
2018-11-01,LIMIT,LIMIT,7.5,Jolson Joseph A,"CEO, 10% Owner",P,7,0.05,4.94,51.82,0.0
2018-11-01,LIMIT,LIMIT,195.35,CLEMONS V GORDON,Chairman of the Board,S,195,-0.16,58.27,235.25,0.0
2018-11-01,LIMIT,LIMIT,13.15,ROGERS SCOTT B,Director,P,13,100.0,12.43,5.79,14.81
2018-10-31,LIMIT,LIMIT,82.93,"Satori Capital, LLC","Director, 10% Owner",S,82,-23.47,18.05,359.45,0.0
2018-10-31,LIMIT,LIMIT,43.01,Gagnon Neil,10% Owner,S,43,-5.03,27.05,59.0,0.0
2018-10-31,LIMIT,LIMIT,155.41,KUMAR DEVINDER,"SVP, CFO & Treasurer",S,155,-11.28,17.56,785.02,0.0
2018-10-31,LIMIT,LIMIT,220.87,Tong Vincent,Executive Vice President,S,220,-56.96,84.38,161.76,0.34
2018-10-31,LIMIT,LIMIT,212.88,Riggs Mark,Chief Customer Officer,S,212,-94.09,65.0,227.51,0.0
2018-10-31,LIMIT,LIMIT,53.42,O'Brien Timothy P,SR EVP & CLO,S,53,-20.61,63.14,-15.39,2.3
2018-10-31,LIMIT,LIMIT,97.08,Cameron William Henderson,Director,P,97,1.59,18.42,427.04,0.12
2018-10-31,LIMIT,LIMIT,91.19,Kelsey Todd P.,President & CEO,S,91,-18.82,59.14,54.19,0.0
2018-10-31,LIMIT,LIMIT,37.4,Murray James Michael,"Senior VP, Business Planning",S,37,-3.07,41.48,-9.84,0.55
2018-10-31,LIMIT,LIMIT,17.36,CATINO ANNETTE,Director,P,17,2.16,13.2,31.52,2.86
2018-10-31,LIMIT,LIMIT,0.0888,Phoenix Investment Adviser LLC,10% Owner,S,0,-100.0,1.22,-92.72,0.0
2018-10-31,LIMIT,LIMIT,274.81,Shah Niraj,"CEO, 10% Owner",S,274,-18.06,107.95,154.57,0.0
2018-10-31,LIMIT,LIMIT,274.81,Conine Steven,"Co-Founder, 10% Owner",S,274,-16.86,107.66,155.26,0.0
2018-10-31,LIMIT,LIMIT,83.97,Swift Malcolm,President Global Industrial &,S,83,-99.03,142.33,-41.0,1.62
2018-10-31,LIMIT,LIMIT,9.89,Oliverius Maynard F.,Trustee,P,9,7.72,7.9,25.19,4.85
2018-10-31,LIMIT,LIMIT,18.67,Oliverius Maynard F.,Trustee,P,18,8.97,19.15,-2.51,11.7
2018-10-31,LIMIT,LIMIT,7.63,Lang Gregory A.,President and CEO,S,7,-0.82,4.07,87.47,0.0
2018-10-31,LIMIT,LIMIT,31.61,Cotton Leonard W,Director,P,31,18.66,33.87,-6.67,7.85
2018-10-31,LIMIT,LIMIT,301.17,Benioff Marc,Chairman of the Board & co-CEO,S,301,-0.02,137.17,119.56,0.0
2018-10-31,LIMIT,LIMIT,69.68,Robinson David C,EVP and General Counsel,S,69,-36.15,45.62,52.74,1.97
2018-10-31,LIMIT,LIMIT,60.11,"Cormorant Asset Management, LP",10% Owner,P,60,7.61,15.0,300.73,0.0
2018-10-31,LIMIT,LIMIT,349.71,SALICE THOMAS P,Director,S,349,-3.45,192.0,82.14,0.0
2018-10-31,LIMIT,LIMIT,6.9,Grady Sebastian,President,S,6,-98.91,7.01,-1.57,0.0
2018-10-31,LIMIT,LIMIT,18.98,Kemly Thomas J.,President & CEO,P,18,2.51,15.25,24.46,0.0
2018-10-31,LIMIT,LIMIT,74.19,WELCH M SCOTT,Director,P,74,3.27,42.91,72.9,1.84
2018-10-31,LIMIT,LIMIT,24.53,Dunigan James P,Director,P,24,20.3,24.87,-1.37,3.8
2018-10-31,LIMIT,LIMIT,106.48,TRAVIS NIGEL,Exec. Chairman,S,106,-24.54,73.54,44.79,1.11
2018-10-31,LIMIT,LIMIT,7.86,Wills Bessie Ross,Director,P,7,16.67,8.37,-6.09,2.61
2018-10-31,LIMIT,LIMIT,43.42,RILEY KEVIN P,President & CEO,S,43,-9.66,41.65,4.25,3.77
2018-10-31,LIMIT,LIMIT,45.86,MASCARENAS PAUL ANTHONY,Director,P,45,100.0,39.53,16.01,1.48
2018-10-31,LIMIT,LIMIT,80.01,BEHRENS M KATHLEEN,Director,S,80,-6.74,131.71,-39.25,0.0
2018-10-31,LIMIT,LIMIT,682.34,Bickham John,President and COO,S,682,-82.29,322.71,111.44,0.0
2018-10-31,LIMIT,LIMIT,193.61,SCHULMAN DANIEL H,President and CEO,S,193,-7.7,84.38,129.45,0.0
2018-10-31,LIMIT,LIMIT,45.86,STALLKAMP THOMAS T,Director,S,45,-14.78,39.33,16.6,1.48
2018-10-31,LIMIT,LIMIT,109.8,Brown Michael J,CEO and President of EWI Inc.,S,109,-1.41,110.94,-1.03,0.0
2018-10-31,LIMIT,LIMIT,69.27,Millner F. Ann,Director,S,69,-53.62,56.92,21.7,0.0
2018-10-31,LIMIT,LIMIT,29.55,Abel Robert A,Director,P,29,13.09,26.82,10.18,2.66
2018-10-31,LIMIT,LIMIT,45.86,Wiegert Joel,Vice President,S,45,-17.56,39.57,15.9,1.48
2018-10-31,LIMIT,LIMIT,29.55,Specht William A III,Director,P,29,3.09,26.71,10.63,2.66
2018-10-31,LIMIT,LIMIT,55.13,Perez Beatriz R,Senior Vice President,S,55,-9.03,47.98,14.9,3.02
2018-10-31,LIMIT,LIMIT,49.32,ASLETT MARK,President and CEO,S,49,-2.42,45.81,7.66,0.0
2018-10-31,LIMIT,LIMIT,55.13,SMITH BRIAN JOHN,Group President,S,55,-27.24,48.0,14.85,3.02
2018-10-31,LIMIT,LIMIT,183.12,REDMOND JOHN,President,P,183,12.48,115.42,58.66,0.0
2018-10-31,LIMIT,LIMIT,116.05,OWENS JAMES W,Director,P,116,20.0,114.67,1.2,5.65
2018-10-31,LIMIT,LIMIT,20.82,McNally Robert Joseph,Sr. Vice President and CFO,P,20,49.51,34.16,-39.05,0.0
2018-10-31,LIMIT,LIMIT,116.05,TAUREL SIDNEY,Director,P,116,22.12,115.02,0.9,5.65
2018-10-31,LIMIT,LIMIT,174.22,Cutler Hugh,"EVP, Global Distribution",S,174,-15.31,115.48,50.87,0.02
2018-10-31,LIMIT,LIMIT,174.22,Cutler Hugh,"EVP, Global Distribution",P,174,22.07,115.48,50.87,0.02
2018-10-31,LIMIT,LIMIT,120.8,Wilson Harry James,Director,P,120,100.0,76.95,56.99,0.0
2018-10-31,LIMIT,LIMIT,8.45,Elisman Boris,"Chairman, President & CEO",P,8,0.83,7.72,9.46,3.09
2018-10-31,LIMIT,LIMIT,0.0888,FPA FUNDS TRUST,10% Owner,S,0,-62.37,1.52,-94.16,0.0
2018-10-31,LIMIT,LIMIT,195.16,Flessner Kyle M,Sr. Vice President,S,195,-27.1,94.0,107.62,2.15
2018-10-31,LIMIT,LIMIT,18.51,Chybowski Joseph M.,SVP & CFO,P,18,6.67,11.05,67.51,0.0
2018-10-31,LIMIT,LIMIT,136.52,RAWLINGS DARRYL,President and CEO,S,136,-0.31,25.81,428.94,0.0
2018-10-31,LIMIT,LIMIT,35.65,ZIEGELBAUER GARY J.,Director,S,35,-0.25,21.74,63.98,1.13
2018-10-31,LIMIT,LIMIT,21.07,Gant Kelli K.,Chief Administrative Officer,S,21,-28.85,27.29,-22.79,0.94
2018-10-31,LIMIT,LIMIT,46.98,Wilson-Thompson Kathleen,EVP and Global Chief HRO,S,46,-48.18,78.77,-40.36,4.02
2018-10-31,LIMIT,LIMIT,21.07,Gant Kelli K.,Chief Administrative Officer,S,21,-28.85,27.29,-22.79,0.94
2018-10-31,LIMIT,LIMIT,2.39,Dvorkin Howard,10% Owner,P,2,2.97,0.79,202.53,0.0
2018-10-31,LIMIT,LIMIT,21.07,SCHELLER WALTER J,CEO,S,21,-29.63,27.32,-22.88,0.94
2018-10-31,LIMIT,LIMIT,225.14,Dorsey Jack,"President, CEO & Chairman, 10% Owner",S,225,-100.0,71.78,213.65,0.0
2018-10-31,LIMIT,LIMIT,89.73,PARKER JAMES F,Director,S,89,-4.62,62.21,44.24,0.9
2018-10-31,LIMIT,LIMIT,2.7,Glendon Capital Management LP,10% Owner,P,2,0.07,3.34,-19.16,0.0
2018-10-31,LIMIT,LIMIT,8.99,SECOND CURVE CAPITAL LLC,10% Owner,S,8,-1.33,6.93,29.73,0.0
2018-10-31,LIMIT,LIMIT,106.48,Raskopf Karen,"SVP,Chief Communication Offcr",S,106,-100.0,73.36,45.15,1.11
2018-10-31,LIMIT,LIMIT,110.98,Blumofe Robert,EVP Platform & GM Enterprise,S,110,-20.05,73.34,51.32,0.0
2018-10-31,LIMIT,LIMIT,1.55,Robinson James George,Director,P,1,0.38,1.79,-13.41,0.0
2018-10-31,LIMIT,LIMIT,11.22,BARINGS LLC,Investment Adviser,P,11,0.48,10.08,11.31,6.86
2018-10-31,LIMIT,LIMIT,16.19,Gannon Francis D.,Vice President,P,16,100.0,9.33,73.53,7.36
2018-10-31,LIMIT,LIMIT,34.35,GREENIAUS H JOHN,Director,S,34,-6.06,23.5,46.17,3.11
2018-10-31,LIMIT,LIMIT,72.31,BURIK JEFFREY M.,Senior Vice President,S,72,-24.74,64.23,12.58,1.48
2018-10-31,LIMIT,LIMIT,41.2,RANKIN VICTOIRE G,Member of a Group,P,41,0.52,61.89,-33.43,3.1
2018-10-31,LIMIT,LIMIT,3.9,Ketchum Steven B,Chief Scientific Officer,S,3,-4.76,20.74,-81.2,0.0
2018-10-31,LIMIT,LIMIT,3.9,Kennedy Joseph T,General Counsel,S,3,-9.66,20.74,-81.2,0.0
2018-10-31,LIMIT,LIMIT,52.69,Gramaglia Jerry,Director,S,52,-26.6,45.2,16.57,0.0
2018-10-31,LIMIT,LIMIT,8.45,Fenwick Neal V,Executive VP and CFO,P,8,1.86,8.06,4.84,3.09
2018-10-31,LIMIT,LIMIT,41.2,RANKIN ALFRED M ET AL,Chairman,P,41,0.52,61.89,-33.43,3.1
2018-10-31,LIMIT,LIMIT,12.0,Schaefer Edward H,President and CEO,P,12,8.11,11.0,9.09,0.0
2018-10-31,LIMIT,LIMIT,9.7,AZZURRO CAPITAL INC,10% Owner,S,9,-3.28,7.44,30.38,0.0
2018-10-31,LIMIT,LIMIT,21.07,Gant Kelli K.,Chief Administrative Officer,S,21,-28.85,27.29,-22.79,0.94
2018-10-31,LIMIT,LIMIT,21.07,SCHELLER WALTER J,CEO,S,21,-29.63,27.32,-22.88,0.94
2018-10-31,LIMIT,LIMIT,14.18,DONDERO JAMES D,"See Remarks, 10% Owner",P,14,1.4,21.53,-34.14,4.21
2018-10-31,LIMIT,LIMIT,42.06,Lillikas Yiorgos,Director,S,42,-3.2,28.49,47.63,0.0
2018-10-31,LIMIT,LIMIT,24.51,Carroll David William,SVP Worldwide Sales,S,24,-14.46,16.73,46.5,0.0
2018-10-31,LIMIT,LIMIT,16.78,Valine Yousef A.,EVP & Chief Risk Officer,P,16,1.64,16.29,3.01,3.58
2018-10-31,LIMIT,LIMIT,2.73,Patrick Kathy Dawn,Director,P,2,444.44,6.76,-59.62,0.0
2018-10-31,LIMIT,LIMIT,57.02,CRAWFORD JOHN JOSEPH,Director,S,57,-22.75,59.77,-4.6,2.79
2018-10-31,LIMIT,LIMIT,11.03,BlueMountain Capital Managemen,Director,S,11,-1.37,8.41,31.15,3.81
2018-10-31,LIMIT,LIMIT,434.5,Powers David,President &amp; CEO,S,434,-2.22,128.31,238.63,0.0
2018-10-31,LIMIT,LIMIT,80.0,WELCH M SCOTT,Director,P,80,4.06,43.68,83.15,1.37
2018-10-31,LIMIT,LIMIT,152.5,BRYANT DOUGLAS C,President & CEO,S,152,-2.39,65.1,134.25,0.0
2018-10-31,LIMIT,LIMIT,32.22,STRYKER DAVID M,"Exec VP, GC and Sec",P,32,1.05,21.55,49.51,2.16
2018-10-31,LIMIT,LIMIT,32.22,Douglas Sean,Exec VP & CFO,P,32,8.42,21.47,50.07,2.16
2018-10-31,LIMIT,LIMIT,678.8,Bennett Kelly,Chief Marketing Officer,S,678,-100.0,300.0,126.27,0.0
2018-10-31,LIMIT,LIMIT,0.0053,BAUPOST GROUP LLC/MA,10% Owner,S,0,-100.0,0.01,-47.0,0.0
2018-10-31,LIMIT,LIMIT,44.16,"Fairclough, Jr. Fred W.",Director,S,44,-3.43,33.22,32.93,1.4
2018-10-31,LIMIT,LIMIT,163.81,Spanos Mike,"CEO, AMENA",S,163,-36.11,112.42,45.71,2.55
2018-10-31,LIMIT,LIMIT,348.65,MOHR MARSHALL,Executive VP & CFO,S,348,-41.56,525.0,-33.59,0.0
2018-10-31,LIMIT,LIMIT,80.7,Watson Ashley,SVP Chief Ethics & Com Officer,S,80,-82.52,74.33,8.57,3.22
