Exchange,Symbol,Company,Currency,Price,Insider Name,Insider Position,Date,Buy/Sell,Insider Trading Shares,Shares Change,Price,Cost(000),Final Share,Price Change Since Insider Trade (%),Dividend Yield %,PE Ratio,Market Cap ($M)
LIMIT,LIMIT,LIMIT,$,26.35,Silver Mark S.,"EVP, GC & Secretary",2018-11-06,P,1000,4.65,9.3,9.3,22497,183.33,0.61,5.98,1011.686
LIMIT,LIMIT,LIMIT,$,24.89,Morrison Lance A.,"SVP, Legal Counsel",2018-11-06,P,1000,100,21.5,21.5,1000,15.77,2.07,9.76,373.997
LIMIT,LIMIT,LIMIT,$,115.62,SIEVERT G MICHAEL,President & COO,2018-11-06,S,10192,-2.28,69.08,704.063,436964,67.37,0,43.31,144415.570
LIMIT,LIMIT,LIMIT,$,0.0025,Larsen Charles John,"Director, 10% Owner",2018-11-06,S,300000,-0.08,0.02,6,6218687.588,-87.5,0,At Loss,13.513
LIMIT,LIMIT,LIMIT,$,3.79,KOHNKE MATTHEW S,"VP, Finance, CFO, Treasurer",2018-11-05,P,1000,5.2,10.08,10.08,20231,-62.4,0,At Loss,60.439
LIMIT,LIMIT,LIMIT,$,3.79,MALIEKEL JOSEPH J,"VP, Corp Controller and PAO",2018-11-05,P,1000,7.91,10.13,10.13,13642.674,-62.59,0,At Loss,60.439
LIMIT,LIMIT,LIMIT,$,118.59,SALKA SUSAN R,President and CEO,2018-11-05,S,11953,-7.21,56.49,675.225,153789,109.93,0,25.8,5606.342
LIMIT,LIMIT,LIMIT,$,13.32,RUDNICK SETH,Director,2018-11-05,S,-,-14.65,41.53,415.3,58282,-67.93,0,At Loss,566.396
LIMIT,LIMIT,LIMIT,$,41.2,RANKIN CLARA L T,Member of a Group,2018-11-05,P,1231,0.98,64.21,79.0425,127027,-35.84,3.1,At Loss,693.266
LIMIT,LIMIT,LIMIT,$,13.32,MURDOCK TERRY L,SVP of Development Operations,2018-11-05,S,3519,-100,41.53,146.144,0,-67.93,0,At Loss,566.396
LIMIT,LIMIT,LIMIT,$,41.2,"Trust dated 1/1/1977, PNC Bank",member of a group,2018-11-05,P,1231,0.98,64.21,79.0425,127027,-35.84,3.1,At Loss,693.266
LIMIT,LIMIT,LIMIT,$,49.26,LAWSON RODGER A,Executive Chairman,2018-11-05,P,-,9.6,51.27,512.7,114191,-3.92,1.14,15.1,10891.210
LIMIT,LIMIT,LIMIT,$,283.32,ANDERSON KERRII B,Director,2018-11-05,S,3700,-16.98,163.29,604.173,18095,73.51,0,10.07,27113.725
LIMIT,LIMIT,LIMIT,$,38.03,Sharpe Fred F,"Director, Renasant Bank",2018-11-05,P,1000,7.89,35.45,35.45,13676,7.28,2.31,12.63,2120.074
LIMIT,LIMIT,LIMIT,$,9.43,DAUCH DAVID C,Chairman & CEO,2018-11-05,P,88100,12.23,11.47,1010.51,808175,-17.79,0,12.41,1075.592
LIMIT,LIMIT,LIMIT,$,8.97,BENNING JOHN A,Trustee,2018-11-05,P,1651,33.32,4.81,7.94131,6606,86.49,7.59,3.17,481.042
LIMIT,LIMIT,LIMIT,$,37.9,Steinert Langley,"CEO, President and Chairman, 10% Owner",2018-11-05,S,176109,-2.25,44.1,7766.41,7664660,-14.06,0,42.66,4460.194
LIMIT,LIMIT,LIMIT,$,48.4,Montano Michael,"VP, Engineering",2018-11-05,S,1250,-0.25,34.26,42.825,492518,41.27,0,At Loss,38701.118
LIMIT,LIMIT,LIMIT,$,41.2,RANKIN VICTOIRE G,Member of a Group,2018-11-05,P,1879,0.27,64.98,122.097,695449,-36.6,3.1,At Loss,693.266
LIMIT,LIMIT,LIMIT,$,80.34,Keetch Chad,Executive VP and Secretary,2018-11-05,S,64039,-48.59,44.9,2875.35,67768,78.93,0.26,23.75,4439.174
LIMIT,LIMIT,LIMIT,$,46.27,DELUCA NORMAN J,"MD, Digital Banking",2018-11-05,S,7491,-8.01,64.66,484.368,86050,-28.44,0,At Loss,2090.178
LIMIT,LIMIT,LIMIT,$,46.72,SULZBERGER ARTHUR JR,Director,2018-11-05,S,66000,-19.06,28,1848,280199,66.86,0.57,49.71,7806.628
LIMIT,LIMIT,LIMIT,$,42.38,Wildman Brian J,Exec. Officer of Subsidiary,2018-11-05,S,14683,-36.62,45.1,662.203,25410,-6.03,2.27,At Loss,3580.240
LIMIT,LIMIT,LIMIT,$,8.97,Rantzow Richard Carl,Trustee,2018-11-05,P,1710,36.06,4.81,8.2251,6452,86.49,7.59,3.17,481.042
LIMIT,LIMIT,LIMIT,$,83.01,GUERRERO JUAN,Executive Vice President,2018-11-05,S,6000,-12.86,53.31,319.86,40653.692,55.71,2.04,7.58,6628.947
LIMIT,LIMIT,LIMIT,$,71.13,ISTAR INC.,10% Owner,2018-11-05,P,9958,0.13,17.98,179.045,7477652,295.61,0.94,56.01,4023.104
LIMIT,LIMIT,LIMIT,$,30.53,Drake Deirdre,EVP-Chief HR Officer,2018-11-05,S,4654,-100,53.55,249.222,0,-42.99,0,20.06,2631.629
LIMIT,LIMIT,LIMIT,$,50.69,MCCOY R MICHAEL,Director,2018-11-05,P,3544,8.45,54.01,191.411,45464.0496,-6.15,1.89,10.61,2141.743
LIMIT,LIMIT,LIMIT,$,126.18,Burke Mary Lou,COO North America Center Ops,2018-11-05,S,1100,-3.41,115.54,127.094,31126,9.21,0,138.65,7617.380
LIMIT,LIMIT,LIMIT,$,0.93,Brickman David M,President,2018-11-05,S,4000,-54.09,1.27,5.08,3395,-26.77,0,3.52,604.555
LIMIT,LIMIT,LIMIT,$,61.89,Nordhagen Arlen Dale,CEO,2018-11-05,P,20000,16.57,26.3,526,140700,135.32,2.4,70.33,5512.455
LIMIT,LIMIT,LIMIT,$,55.25,MCLAMB MICHAEL H,"Executive VP, CFO and Sec",2018-11-05,S,60000,-37.87,23.95,1437,98418,130.69,0,8.16,1201.434
LIMIT,LIMIT,LIMIT,$,83.97,LITTLE PATRICIA A,Director,2018-11-05,S,5000,-67.62,146.13,730.65,4788,-42.54,1.62,29.88,22438.714
LIMIT,LIMIT,LIMIT,$,55.25,McGill W Brett,CEO & President,2018-11-05,S,15000,-29.21,25.81,387.15,36344,114.06,0,8.16,1201.434
LIMIT,LIMIT,LIMIT,$,23.26,Daniel Larry R Jr,Executive Vice President,2018-11-05,S,1573,-12.66,22,34.606,10850.7,5.73,3.61,7.6,494.904
LIMIT,LIMIT,LIMIT,$,570.59,Tseng Saria,VP & General Counsel,2018-11-05,S,4819,-1.54,121.73,586.617,307551,368.73,0.41,128.22,26300.204
LIMIT,LIMIT,LIMIT,$,5.43,WHITTERS JOSEPH E,Director,2018-11-05,P,25000,49.52,4.68,117,75487,16.03,0,At Loss,493.690
LIMIT,LIMIT,LIMIT,$,5.43,LEVINE JOSHUA,President & CEO,2018-11-05,P,25000,1.88,4.75,118.75,1356036,14.32,0,At Loss,493.690
LIMIT,LIMIT,LIMIT,$,45.5,Culhane Mark,EVP & CFO,2018-11-05,P,6900,23.06,35.11,242.259,36824,29.59,0,43.33,4936.750
LIMIT,LIMIT,LIMIT,$,0.3963,SOUTHERN ARC MINERALS INC,10% Owner,2018-11-05,P,7500000,37.5,0.08,600,2750000,395.38,0,At Loss,10.609
LIMIT,LIMIT,LIMIT,$,6.51,Lucas Bruce,Chairman & CEO,2018-11-05,P,5000,0.39,16.05,80.25,1282510,-59.44,3.69,At Loss,181.499
LIMIT,LIMIT,LIMIT,$,24.04,MASSARANY HANY,President and CEO,2018-11-05,S,1561,-0.13,4.85,7.57085,1205498,395.67,0,At Loss,1769.224
LIMIT,LIMIT,LIMIT,$,0.7,Sanko Carl,Secretary,2018-11-05,P,625000,6.18,0.08,50,537098.95,775,0,At Loss,18.249
LIMIT,LIMIT,LIMIT,$,33.4,DE GENNARO DENNIS A,Director,2018-11-05,P,5000,4.65,7.63,38.15,22513.6,337.75,4.09,10.91,641.898
LIMIT,LIMIT,LIMIT,$,89.4,AI INVESTMENTS HOLDINGS LLC,10% Owner,2018-11-05,P,1310572,4.3,92.35,121031,31758966,-3.19,4.88,5.23,29750.884
LIMIT,LIMIT,LIMIT,$,23.94,Zimpfer Matthew J.,EVP and General Counsel,2018-11-05,S,17417,-11.24,18.46,321.518,137580,29.69,2.08,7.42,2952.125
LIMIT,LIMIT,LIMIT,$,345.3,Cox Christopher K,Chief Product Officer,2018-11-05,S,3300,-1.03,150.09,495.297,315837,130.06,0,24.63,960541.559
LIMIT,LIMIT,LIMIT,$,23.94,DAVID STEPHEN N,Director,2018-11-05,P,2000,10.69,18.5,37,20706,29.41,2.08,7.42,2952.125
LIMIT,LIMIT,LIMIT,$,34.35,Carter-Miller Jocelyn,Director,2018-11-05,S,8735,-21.34,23.24,203.001,32205,47.81,3.11,19.4,13525.494
LIMIT,LIMIT,LIMIT,$,17.07,JOHNSON JOIA M,"Chief Admin Ofcr, GC&Corp Sec",2018-11-05,S,20000,-4.17,16.52,330.4,459596,3.33,3.51,At Loss,5960.921
LIMIT,LIMIT,LIMIT,$,71.42,SULLIVAN FRANK C,Director,2018-11-05,P,5000,10.65,41.05,205.25,51932,73.98,1.64,15.33,5417.888
LIMIT,LIMIT,LIMIT,$,263.69,Berry William E Jr,"VP, Corporate Controller",2018-11-05,S,1715,-81.59,165.71,284.193,387,59.13,0.97,53.03,99474.406
LIMIT,LIMIT,LIMIT,$,182.88,Sachdev Amit,"EVP, CRO",2018-11-05,S,4096,-6.41,173.27,709.714,59759,5.55,0,21.96,46497.594
LIMIT,LIMIT,LIMIT,$,49.21,Peterson Mark Alan,EVP & CFO,2018-11-05,S,7250,-4.86,69.75,505.688,141998,-29.45,2.03,378.53,3681.178
LIMIT,LIMIT,LIMIT,$,24.04,McNally James B.,"SVP, Sales and Marketing",2018-11-05,S,1644,-0.96,4.85,7.9734,169013,395.67,0,At Loss,1769.224
LIMIT,LIMIT,LIMIT,$,352.85,Freda Fabrizio,President and CEO,2018-11-05,S,19077,-20.68,140.78,2685.66,73174,150.64,0.6,42.76,127007.438
LIMIT,LIMIT,LIMIT,$,245.7,COTE KATHLEEN A,Director,2018-11-05,S,2384,-5.96,160.5,382.632,37594,53.08,0,45.33,27291.973
LIMIT,LIMIT,LIMIT,$,45.5,Culhane Mark,CFO,2018-11-05,P,6900,23.06,35.11,242.259,36824,29.59,0,43.33,4936.750
LIMIT,LIMIT,LIMIT,$,95.7,Knobel Jeff A,Vice President & Treasurer,2018-11-05,S,6899,-8.79,47.42,327.151,71606.3949,101.81,0.68,39.39,30996.673
LIMIT,LIMIT,LIMIT,$,7.41,"Boxer Capital, LLC",10% Owner,2018-11-05,S,100000,-8.32,56.38,5638,1101250,-86.86,0,At Loss,215.461
LIMIT,LIMIT,LIMIT,$,1.94,DowDuPont Inc.,10% Owner,2018-11-05,P,61563,0.3,5.74,353.372,20673848,-66.2,0,At Loss,101.548
LIMIT,LIMIT,LIMIT,$,116.99,MCCLENNEN PETER A,President,2018-11-05,S,69224,-100,66.77,4622.09,0,75.21,0,At Loss,18728.539
LIMIT,LIMIT,LIMIT,$,77.87,Saklad Joseph Hunter,SVP & CIO,2018-11-05,S,2006,-3.86,38.37,76.9702,49900,102.95,0,9.98,1763.520
LIMIT,LIMIT,LIMIT,$,301.17,Benioff Marc,Chairman of the Board & co-CEO,2018-11-05,S,5000,-0.02,135.11,675.55,32175800,122.91,0,120.95,294845.430
LIMIT,LIMIT,LIMIT,$,106.85,CASEY MICHAEL DENNIS,Chairman and CEO,2018-11-05,S,25000,-6.26,95.26,2381.5,374397,12.17,0.75,13.76,4516.100
LIMIT,LIMIT,LIMIT,$,9.04,Loggenberg Peter Matthews,Chief Sustainability Officer,2018-11-05,P,3945,14.6,9.6,37.872,30969,-5.83,0,At Loss,220.597
LIMIT,LIMIT,LIMIT,$,342.51,Whittle John,"VP CorpDev&Strat Alliance, GC",2018-11-05,S,4085,-31.99,75.65,309.03,8684,352.76,0,103.15,56000.313
LIMIT,LIMIT,LIMIT,$,83.97,Manzone Lisa,Sr. VP Global Human Relations,2018-11-05,S,9600,-91.71,144.63,1388.45,1736,-41.94,1.62,29.88,22438.714
LIMIT,LIMIT,LIMIT,$,182.88,Parini Michael,"EVP, CL&AO",2018-11-05,S,2330,-5.56,172.08,400.946,39609,6.28,0,21.96,46497.594
LIMIT,LIMIT,LIMIT,$,55.13,LONG ROBERT EDWARD,Senior Vice President,2018-11-05,S,15000,-34.97,48.65,729.75,27898,13.32,3.02,27.05,238129.637
LIMIT,LIMIT,LIMIT,$,18.01,Belousova Maria,Chief Technology Officer,2018-11-05,S,3368,-100,92.79,312.517,0,-80.59,0,At Loss,1681.207
LIMIT,LIMIT,LIMIT,$,58.07,MacKenzie Iain,Director,2018-11-05,S,45000,-12.16,29.25,1316.25,324973,98.53,0,72.85,1415.595
LIMIT,LIMIT,LIMIT,$,55.13,CRESPO FRANCISCO,Senior Vice President,2018-11-05,S,54200,-54.25,48.5,2628.7,45700,13.67,3.02,27.05,238129.637
LIMIT,LIMIT,LIMIT,$,32.22,STRYKER DAVID M,"Exec VP, GC and Sec",2018-11-05,P,2000,1.62,22.92,45.84,125452,40.58,2.16,9.09,7024.953
LIMIT,LIMIT,LIMIT,$,55.13,RIVERA ALFREDO,Group President,2018-11-05,S,25000,-36.75,48,1200,43029,14.85,3.02,27.05,238129.637
LIMIT,LIMIT,LIMIT,$,31.07,Edwards Harold S,See Remarks (a),2018-11-05,P,3431,7.13,14.5,49.7495,51572,114.28,4.62,57.52,2049.088
LIMIT,LIMIT,LIMIT,$,36.46,"Luxor Capital Group, LP",10% Owner,2018-11-05,S,78548,-1.22,33.2,2607.79,6335786,9.82,0,At Loss,1752.870
LIMIT,LIMIT,LIMIT,$,14.24,Frazee Scott,Director of Operations,2018-11-05,P,2600,5.42,9.55,24.83,50590,49.11,2.49,10.19,736.042
LIMIT,LIMIT,LIMIT,$,182.88,Arbuckle Stuart A,EVP\Chief Commercial Officer,2018-11-05,S,5803,-11.01,172.08,998.58,46892,6.28,0,21.96,46497.594
LIMIT,LIMIT,LIMIT,$,70.87,GELATT DANIEL,Director,2018-11-05,P,25000,21.99,48.1,1202.5,138694,47.34,3.32,11.39,18785.469
LIMIT,LIMIT,LIMIT,$,24.2,Simoncini Matthew,Director,2018-11-05,P,5500,100,72.48,398.64,5500,-66.61,0,At Loss,411.188
LIMIT,LIMIT,LIMIT,$,150,WELCH SCOTT,"EVP, Cloud Operations",2018-11-05,S,1750,-1.94,37.99,66.4825,88286,294.84,0,At Loss,10207.342
LIMIT,LIMIT,LIMIT,$,0.3772,PETIT ROBERT,Chief Scientific Officer,2018-11-05,S,3963,-1.69,0.58,2.29854,15413.8104,-34.97,0,At Loss,54.933
LIMIT,LIMIT,LIMIT,$,260.31,PENDARVIS DAVID,Chief Administrative Officer,2018-11-05,S,2810,-2.55,105.97,297.776,107172,145.64,0.62,76.32,37933.191
LIMIT,LIMIT,LIMIT,$,37.04,HOGAN RANDALL J,Director,2018-11-05,S,21082,-10.23,25.35,534.429,184996.6829,46.11,1.89,24.77,6231.517
LIMIT,LIMIT,LIMIT,$,30.3,MROZEK ERNEST J,Director,2018-11-05,P,1500,19.97,25.13,37.695,9013,20.57,0,At Loss,2749.970
LIMIT,LIMIT,LIMIT,$,196.06,ECKROTE DOUGLAS E,See Remarks,2018-11-05,S,-,-6,87.69,876.9,156715.09,123.58,0.83,27.53,26609.857
LIMIT,LIMIT,LIMIT,$,29.81,Iker James Lee,Chief Investment Officer,2018-11-05,S,23836,-100,39.35,937.947,0,-24.24,3.02,At Loss,3867.111
LIMIT,LIMIT,LIMIT,$,14.49,WOLFINGER F MARK,"EVP, Chief Admin Officer & CFO",2018-11-05,S,7500,-1.04,16.65,124.875,715894,-12.97,0,25.41,918.463
LIMIT,LIMIT,LIMIT,$,21.97,NOYCE JAMES,Director,2018-11-05,S,1727,-13.95,55,94.985,10655,-60.05,2.73,40.69,551.028
LIMIT,LIMIT,LIMIT,$,46.72,DENHAM ROBERT E,Director,2018-11-05,S,3492,-6.56,27.84,97.2173,49745,67.82,0.57,49.71,7806.628
LIMIT,LIMIT,LIMIT,$,2,Passas Robert,See Remarks,2018-11-05,P,15000,100,6.75,101.25,15000,-70.37,0,At Loss,60.089
LIMIT,LIMIT,LIMIT,$,59,HILL JANET,Director,2018-11-05,P,5000,13.63,20.19,100.95,41680,192.22,1.7,7.51,21035.123
LIMIT,LIMIT,LIMIT,$,48.35,KLEIN THOMAS,Director,2018-11-05,P,20000,51.27,50.98,1019.6,59012,-5.16,0,At Loss,2748.325
LIMIT,LIMIT,LIMIT,$,182.88,ALTSHULER DAVID,"EVP, Global Research and CSO",2018-11-05,S,4126,-9.54,173.51,715.902,39113,5.4,0,21.96,46497.594
LIMIT,LIMIT,LIMIT,$,33.58,DEFRANCO JAMES,Executive Vice President,2018-11-05,P,15000,1.16,31.06,465.9,1303356,8.11,0,8.03,17756.846
LIMIT,LIMIT,LIMIT,$,2.22,McClung David,CFO,2018-11-05,P,1600,34.78,2.56,4.096,688.8882,-13.28,0,At Loss,37.454
LIMIT,LIMIT,LIMIT,$,34.51,Nimocks Suzanne P,Director,2018-11-05,P,2500,23.58,8.83,22.075,2620,290.83,1.21,At Loss,8992.468
LIMIT,LIMIT,LIMIT,$,34.51,DEA PETER A,Director,2018-11-05,P,34168,100,8.78,299.995,6833.6,293.05,1.21,At Loss,8992.468
LIMIT,LIMIT,LIMIT,$,34.51,Mayson Howard John,Director,2018-11-05,P,-,39.83,8.74,87.4,7020.8,294.85,1.21,At Loss,8992.468
LIMIT,LIMIT,LIMIT,$,188.82,LOPARDO NICHOLAS A,Director,2018-11-05,S,2000,-4.24,82.12,164.24,45177,129.93,0.15,18.8,23830.382
LIMIT,LIMIT,LIMIT,$,7.45,HIGHBRIDGE CAPITAL MANAGEMENT ,10% Owner,2018-11-05,S,500000,-20.18,10.12,5060,1978000,-26.38,0,At Loss,428.905
LIMIT,LIMIT,LIMIT,$,34.51,Suttles Douglas James,President and CEO,2018-11-05,P,50000,59.37,8.83,441.5,26842.4,290.83,1.21,At Loss,8992.468
LIMIT,LIMIT,LIMIT,$,11.22,BARINGS LLC,Investment Adviser,2018-11-05,P,25500,0.25,10.01,255.255,10344680,12.09,6.86,7.63,732.845
LIMIT,LIMIT,LIMIT,$,42.99,Litt Jonathan,Director,2018-11-05,P,1000,0.09,54.32,54.32,1118600,-20.86,3.14,At Loss,2653.570
LIMIT,LIMIT,LIMIT,$,20.47,SCRIPPS CHARLES E,10% Owner,2018-11-05,P,5000,0.82,17.44,87.2,617315,17.37,0.24,6.3,1689.270
LIMIT,LIMIT,LIMIT,$,17.5,Oros Robert D,"CEO of H.D. Vest, Inc.",2018-11-05,S,6075,-12.5,30.31,184.133,42515,-42.26,0,At Loss,852.577
LIMIT,LIMIT,LIMIT,$,46.41,Urdang E Scott,Director,2018-11-05,P,14000,22.23,33.72,472.08,78812.14632,37.63,5.57,18.56,11061.875
LIMIT,LIMIT,LIMIT,$,86.04,Simon Michael K,Director,2018-11-05,S,20000,-3,85.7,1714,646053,0.4,0.76,At Loss,4218.380
LIMIT,LIMIT,LIMIT,$,82.91,Nelson Joyce,Director,2018-11-05,S,1000,-6.23,73.03,73.03,15051,13.53,0,At Loss,3994.321
LIMIT,LIMIT,LIMIT,$,51.78,ROMEO DOMINIC A,Director,2018-11-05,P,20000,484.26,7.31,146.2,24130,608.34,0.19,33.41,1830.166
LIMIT,LIMIT,LIMIT,$,34.72,KENNEDY DOUGLAS L,President & CEO,2018-11-05,P,1000,0.81,27.96,27.96,124500.6378,24.18,0.59,15.02,646.994
LIMIT,LIMIT,LIMIT,$,51.76,Schenck James Raymond,Director,2018-11-05,P,3000,42.92,16.17,48.51,9989,220.1,0.78,33.61,861.920
LIMIT,LIMIT,LIMIT,$,34.72,CARFORA JEFFREY J,SEVP & CFO,2018-11-05,P,1500,1.76,28.21,42.315,86754.6674,23.08,0.59,15.02,646.994
LIMIT,LIMIT,LIMIT,$,108.92,Albers Jeffrey W.,CEO and President,2018-11-05,S,20000,-100,63.49,1269.8,0,71.55,0,At Loss,6408.638
LIMIT,LIMIT,LIMIT,$,92.23,Craigie James,Director,2018-11-05,S,300000,-85.92,66.43,19929,49168.34,38.84,1.1,28.28,23057.500
LIMIT,LIMIT,LIMIT,$,117.5,MINCKS JAY E,EVP of Sales & Marketing,2018-11-05,S,1042,-1.67,108.62,113.182,61216,8.18,1.42,38.5,4523.955
LIMIT,LIMIT,LIMIT,$,51.76,Leibman Bryan,Director,2018-11-05,P,6000,28.02,15.84,95.04,27413,226.77,0.78,33.61,861.920
LIMIT,LIMIT,LIMIT,$,32.68,SCHULER STEVEN T,Director,2018-11-05,P,1000,33.33,21.88,21.88,4000,49.36,2.88,11.8,541.013
LIMIT,LIMIT,LIMIT,$,21.7,HACKETT JAMES T,Director,2018-11-05,S,25000,-8.63,26.94,673.5,264849,-19.45,8.3,12.21,47352.218
LIMIT,LIMIT,LIMIT,$,34.51,Waterman Bruce Gordon,Director,2018-11-05,P,25000,20,8.69,217.25,30000,297.12,1.21,At Loss,8992.468
LIMIT,LIMIT,LIMIT,$,253.11,PEKOFSKE DANIEL G,CVP and CAO,2018-11-05,S,3132,-45.54,123.12,385.612,3746,105.58,1.12,35.02,42749.642
LIMIT,LIMIT,LIMIT,$,264.97,Hand Fred,Chief Customer Officer,2018-11-05,S,4071,-6,173,704.283,63832,53.16,0,41,17679.987
LIMIT,LIMIT,LIMIT,$,264.97,Katz Marc,CFO,2018-11-05,S,7500,-6.96,173,1297.5,100257,53.16,0,41,17679.987
LIMIT,LIMIT,LIMIT,$,34.51,McAllister Michael Gerard,EVP & COO,2018-11-05,P,8655,50.85,8.77,75.9044,5135.4,293.5,1.21,At Loss,8992.468
LIMIT,LIMIT,LIMIT,$,10.7,Gregory Philip D,Chief Scientific Officer,2018-11-05,S,1800,-5.51,137.38,247.284,30871,-92.21,0,At Loss,750.147
LIMIT,LIMIT,LIMIT,$,105.08,Jefferies Financial Group Inc.,10% Owner,2018-11-05,S,1779,-0.02,66.02,117.45,7525666,59.16,1.59,23.82,4468.645
LIMIT,LIMIT,LIMIT,$,129.48,English Frank E. Jr.,Director,2018-11-05,S,1000,-24.17,113.55,113.55,3137,14.03,1.32,30.99,13808.132
LIMIT,LIMIT,LIMIT,$,24.66,Skolnick Phil,Chief Scientific Officer,2018-11-05,S,1821,-36.15,18.01,32.7962,3217,36.92,0,At Loss,116.402
LIMIT,LIMIT,LIMIT,$,41.66,SEGER THOMAS W,Director,2018-11-05,P,4000,0.78,31.25,125,519332,33.31,2.02,12.86,1105.912
LIMIT,LIMIT,LIMIT,$,253.11,HACKER MARK S.,"EVP, GC & Chief Admin Officer",2018-11-05,S,160417,-96.37,124.06,19901.3,6047.2395,104.02,1.12,35.02,42749.642
LIMIT,LIMIT,LIMIT,$,40.86,Blum Robert I,President & CEO,2018-11-05,S,4000,-2.44,7.11,28.44,160188,474.68,0,At Loss,3427.458
LIMIT,LIMIT,LIMIT,$,1.46,APPELROUTH STEWART,Director,2018-11-05,P,25238,10.44,0.22,5.55236,6067.836276,563.64,0,At Loss,69.858
LIMIT,LIMIT,LIMIT,$,38.22,Biller Scott,Chief Scientific Officer,2018-11-05,S,3000,-4.98,69.69,209.07,57196,-45.16,0,1.7,2075.670
LIMIT,LIMIT,LIMIT,$,30.53,ELLISON JAY,EVP-Operations,2018-11-05,S,5462,-100,52.45,286.482,0,-41.79,0,20.06,2631.629
LIMIT,LIMIT,LIMIT,$,91.08,BROOKNER MARK J,Director,2018-11-05,S,2000,-5.25,113.75,227.5,36125,-19.93,1.6,38.42,1175.991
LIMIT,LIMIT,LIMIT,$,314.13,King William,Senior Vice President,2018-11-05,S,53433,-69.88,101.64,5430.93,23030.023,209.06,0.25,39.82,224477.177
LIMIT,LIMIT,LIMIT,$,34.51,Brillon Sherri Anne,EVP and CFO,2018-11-05,P,2750,2.92,8.69,23.8975,19383,297.12,1.21,At Loss,8992.468
LIMIT,LIMIT,LIMIT,$,14.18,DONDERO JAMES D,"See Remarks, 10% Owner",2018-11-05,P,8963,0.16,22,197.186,5522760.223,-35.55,4.21,3.14,524.556
LIMIT,LIMIT,LIMIT,$,9.04,Upfill-Brown Simon H,President/CEO,2018-11-05,P,5000,4.95,9.38,46.9,106065,-3.62,0,At Loss,220.597
LIMIT,LIMIT,LIMIT,$,39.98,Smith S. Scott,COO,2018-11-05,S,3500,-1.58,20.67,72.345,217534,93.42,0,At Loss,5285.452
LIMIT,LIMIT,LIMIT,$,31.07,SABO ELIAS,See Remarks (a),2018-11-05,P,50000,9.79,15.35,767.5,560549,102.41,4.62,57.52,2049.088
LIMIT,LIMIT,LIMIT,$,12.3,Robinson Barry C,Chief Consumer Banking Officer,2018-11-05,P,2500,6.84,12.09,30.225,39052.1603,1.74,3.89,10.69,3922.813
LIMIT,LIMIT,LIMIT,$,80.17,Chandoha Marie A,President - CSIM,2018-11-05,S,12400,-100,47.18,585.032,0,69.92,0.88,30.48,151569.398
LIMIT,LIMIT,LIMIT,$,570.59,Xiao Deming,Pres. of MPS Asia Operations,2018-11-05,S,4819,-1.49,121.73,586.617,319413,368.73,0.41,128.22,26300.204
LIMIT,LIMIT,LIMIT,$,570.59,Sciammas Maurice,Sr. V.P.of Sales and Marketing,2018-11-05,S,5808,-1.42,121.73,707.008,404033,368.73,0.41,128.22,26300.204
LIMIT,LIMIT,LIMIT,$,3.63,Stanley Martin,Director,2018-11-05,P,12000,60,39.04,468.48,32000,-90.7,0,At Loss,319.162
LIMIT,LIMIT,LIMIT,$,570.59,Hsing Michael,CEO,2018-11-05,S,15867,-1.26,121.73,1931.49,1242605,368.73,0.41,128.22,26300.204
LIMIT,LIMIT,LIMIT,$,68.85,HILL BARBARA B,Director,2018-11-05,P,3705,6.21,53.9,199.7,63381,27.74,0,27.1,5831.562
LIMIT,LIMIT,LIMIT,$,86.07,MORRISON HUGH M,Director,2018-11-05,S,1000,-100,115.65,115.65,0,-25.58,0,At Loss,4581.119
LIMIT,LIMIT,LIMIT,$,125.57,Callaghan Brian J.,Director,2018-11-05,P,15000,4.02,68.03,1020.45,388141,84.58,0,17.66,6542.198
LIMIT,LIMIT,LIMIT,$,230.03,Foskett Christopher M,Director,2018-11-05,S,5300,-31.56,115.86,614.058,11491,98.54,0.5,53.74,37071.950
LIMIT,LIMIT,LIMIT,$,9.87,Dorch A. Verona,"EVP,CLO,Govt Affairs&Corp Sec",2018-11-05,S,28987,-19.9,35.07,1016.57,116656,-71.86,0,At Loss,1257.438
LIMIT,LIMIT,LIMIT,$,33.51,Yoo Stephen,Chief Medical Officer,2018-11-05,S,20414,-100,68.28,1393.87,0,-50.92,0,At Loss,1433.197
LIMIT,LIMIT,LIMIT,$,34.51,MCINTIRE LEE A,Director,2018-11-05,P,43700,255.56,8.75,382.375,12160,294.4,1.21,At Loss,8992.468
LIMIT,LIMIT,LIMIT,$,33.51,Mills Kenneth T.,President and CEO,2018-11-05,S,20000,-6.13,68.25,1365,306000,-50.9,0,At Loss,1433.197
LIMIT,LIMIT,LIMIT,$,152.14,Bacon Brenda J,Director,2018-11-05,S,11000,-26.16,66.51,731.61,31055,128.75,0,21.32,5216.648
LIMIT,LIMIT,LIMIT,$,71.31,SHARPLES BRIAN,Director,2018-11-05,S,1200,-8.01,73.47,88.164,13782,-2.94,0,54.03,11852.216
LIMIT,LIMIT,LIMIT,$,25.01,Capps John Edward,"EVP, General Counsel & Sec.",2018-11-05,P,46000,197.15,10.93,502.78,69333,128.82,0.87,26.88,6190.060
LIMIT,LIMIT,LIMIT,$,284.89,RYAN THOMAS F JR,Director,2018-11-05,S,1763,-35.34,65.75,115.917,3225,333.29,0,135.65,15751.150
