dialogue,ground_truth,zero_shot_summaries,one_shot_summaries
"Ashley: Are you part of AIESEC?    Norman: No    Norman: I was last year    Ashley: is it fun   Norman: mehh   Norman: Its worse now   Norman: Far worse   Norman: Kyle destroyed all of our friendships   Ashley: Oh what happened   Norman: we had a great time like we went out    Norman: smoked weed   Norman: but Kyle always has to be that stubborn guy   Norman: He doesn't listen to others    Ashley: Argh I hate this type of person    Norman: Yeah, he puts himself first",Norman is not part of AIESEC. He was part of AIESEC last year. AIESEC used to be better. Kyle is egoistic and now Norman doesn't have friends in AIESEC. Kyle had a great time on AIESEC last year. Ashley hates egoistic people.,"   Norman and Ashley were discussing AIESEC, which Norman was part of last year. Norman said it was not fun anymore, as Kyle had destroyed","  
Norman was part of AIESEC last year, but it is not as fun anymore due to Kyle's behavior. Kyle is stubborn and puts himself"
"Lilly: He didnt come to pick me up   Liam: I told him to hurry up :/   Lilly: But he didnt   Liam: How much you had to wait?   Lilly: I had been there for 2 hours   Liam: Poor you :(    Lilly: We all have to face such things in our lives   Liam: I will ask father to scold him   Lilly: No need   Liam: He has just reached home   Lilly: ok   Liam: He s saying that he was on the way but his bike was punctured   Lilly: What about his phone I have been calling him   Liam: He is saying, he left it at gome   Lilly: Ok np   Liam: He is saying sorry to you   Lilly: Its ok   Liam: Ok ttyl   Lilly: See ya",Lily was supposed to be picked up and she had to wait two hours. He didn't turn up though because his bike was punctured. She was trying to call him but he left his phone at home. Now he's saying sorry to Lilly. ,   Lilly and Liam were discussing why Lilly had been waiting for two hours for someone to pick her up. Liam offered to ask his father to scold,"     Lilly was waiting for someone to pick her up for two hours, but he never showed up. Liam offered to ask his father to scold"
"Lena: Simon, just one or two things struck me as I've been looking through the file we mentioned earlier.   Simon: Oh Lena, what a surprise (!)   Lena: It seems to me that the notes are a bit sparse and don't really explore the underlying issues.   Simon: I've always found them perfectly adequate.   Lena: Yes, but Simon, I've had several kids come to be this term asking for clarification of various points, they really don't understand some parts of the scheme of work.   Simon: Really? That's news to me, I've had no complaints.   Lena: I mean, you can be a bit intimidating, Simon and they are still quite young.   Simon: Lena, I've been teaching for 30 years now, no discipline issues and very few problems, if I'm honest.   Lena: Well yes, and I respect your knowledge and experience, but none of us is totally perfect!   Simon: OK, I suppose if the kids have complained, it can't be totally comprehensible.   Lena: Look, it's half term next week,  I'll draw up a new scheme of work at home and we'll look over it on Inset when we come back, show Josh too, as he's coming in permanently now.   Simon: Well, OK, I suppose I can be a bit casual and slapdash sometimes, I lack your vigorous approach!   Lena: Well, we need to work together on this since we'll both be teaching it, and Josh too, of course. We all need to be able to input ideas and discuss them.   Simon: OK, Lena, I suppose you have a point! Hope that's the last message now, I've got my favourite book and a glass of wine waiting for me. Coincidentally, I think you should chill out a bit too, Lena!   Lena: I will! See you tomorrow!   Simon: Bye, Lena!",Lena will prepare a new scheme of work and consult it with Simon and Josh as the kids have troubles comprehending  some parts of it and have complained to Lena.,"   Lena and Simon are discussing the notes for a scheme of work. Lena has noticed that the notes are sparse and don't explore the underlying issues,","   In this conversation, Lena and Simon discuss the need for a more comprehensive scheme of work for the students. Lena suggests that Simon's teaching style may be"
"Helen: Anyone keen for pub on saturday?   Thomas: Me   Tanvi: Me too!   Anette: I think I'm gonna be in Liverpool my guys!    Anette: But if I'm not I'll come! x   Peadar: Yes😀   Anette: Hi HB206.    Anette: I'm defo around tomorrow, I want to come to the pub!    Anette: What's the plan? xxxx 😘😘😘😘   Anette: There's a bop at Darwin tomorrow as well which anyone is welcome to come to, tickets are 6 quid though damnnnn 🤑🤑🤑   Thomas: I very sadly can’t make it any more.    Thomas: In London ☹   Peadar: Post Ireland game😀☘❓   Anette: Sure just let me know where to be and when   Helen: OOoooooh bop at Darwin sounds good!    Helen: Could be very keen :)   Helen: Shall we say 7:30?   Helen: Open to suggestions for pubs/bars!   Helen: Could do some college bars if people were keen?","Tanvi, Peadar, Anette and Helen are going to meet on Saturday, most probably at 7.30 at Darwin. Thomas is in London, so he will not join them.","   Helen, Thomas, Tanvi, and Anette are planning to go to the pub on Saturday. Anette is in Liverpool but may be able",     The group is planning to go to the pub on Saturday. Anette is in Liverpool but may join if she is back in time. Thomas can
Jason: Although he is not a good striker with multiple goals but his passion and preservance deserves a respect from all Arsenal fan   Tua: Not good? Lol...   Alfred: He's a good and passionate arsenal player.   Jason: Not good in efficiency   Roger: What is his goals to minutes ratio Jason? Keep to the facts!   Garry: He’s our top scorer in Europa league   Dominic: Stop smoking crack,"He deserves respect from Arsenal fans, because he's a top scorer in Europe.","   Roger asked Jason to provide facts about the player's goals to minutes ratio, while Garry pointed out that the player is the top scorer in the Europa League",", Roger.   Jason and Roger discussed the efficiency of an Arsenal player, with Jason noting that the player is not a good striker with multiple goals but is"
Daniele: Daaaaaavid   Daniele: where the fuck is my book   Philippe: eeee actually I've got it...sorry xDDD   Daniele: what? how xD   David: you see...now you owe me an apology :p,Daniele thinks David has taken her book but it was Philippe who took it.,"   Daniele asked David where her book was, and Philippe revealed that he had it. Daniele was surprised, and David joked that she owed",   Daniele asked David where her book was and Philippe revealed that he had it. David then said that Daniele owed him an apology.
"Colton: WE WON!!! :D   Colton: 98:95!!!   Hazel: that's great, boo, congrats, i'm proud of you :* :*   Hazel: congratulate your teammates for me ;)   Colton: i will, thanks <3",Colton's team won 98:95. ,   Colton is excited to announce that his team won with a score of 98:95 and Hazel congratulates him and tells him to congratulate his teammates for,     Colton and Hazel are celebrating Colton's team's win with a score of 98:95. Hazel congratulates Colton and encourages him to
"Noah: Have you already seen the second season of ""Gravity Falls""?   Emma: Yep, I just finished watching it several days ago.   Damian: I'm in the middle.   Noah: Is it good?   Emma: Well, the ending is awesome and moving and all. A couple of secrets are explained throughout the season and there are also some episodes that are just fillers.   Emma: But in general it is just as good as the first season - it's witty, with a lot of references. 5 stars, can recommend.   Noah: Ok, cool. I actually heard that it's worse than season 1.   Emma: From who?   Damian: *whom :P   Noah: Just some opinions on the internet.   Damian: I actually liked the episodes I've seen so far very much.   Noah: And by secrets you mean grunkle Stan's secret door? :>   Emma: Obviously.   Noah: Ok, so I'm getting to it right now.   Damian: Enjoy!","Noah is going to watch the second season of ""Gravity Falls"". Emma thinks the second season is as good as the first one. Damian likes ""Gravity Falls"" too.","   Noah and Emma are discussing the second season of ""Gravity Falls"". Emma says that the ending is awesome and moving and that there are some episodes","   In this conversation, Noah and Damian are discussing the second season of ""Gravity Falls"". Emma explains that the ending is awesome and moving, and that"
Gemma: Actually I can't breath   Armando: So you need to get off your ass and go see this doctor then   Gemma: First I need to make an appointment   Armando: So what are you waiting for?   Gemma: Last week I went to see one doctor to get some paper   Armando: What paper?   Gemma: Because without a paper from my family doctor I can't see Laryngologist   Armando: Oh ok,Gemma has trouble breathing. She has already seen her General Practitioner in order to get a referral to a laryngologist.,   Armando is encouraging Gemma to go see a doctor for her breathing issues. Gemma explains that she needs to get a paper from her family,", so you need to get that paper first.   Gemma needs to get a paper from her family doctor in order to see a Laryng"
"Martha: hey I'll be in Cracow on Thursday morning and I'll be staying there till Friday afternoon   Martha: if you have time   Sharon: I do   Martha: <file_gif>   Matthew: I don't know when I'll be done with my work, when you're seeing each other?   Sharon: 9 PM I guess",Martha will be in Cracow on Thursday morning and will stay there until Friday afternoon.,"   Martha and Sharon are planning to meet in Cracow on Thursday evening. Martha sent a GIF to Matthew to let him know, but he is","  
Martha is going to Cracow on Thursday morning and staying until Friday afternoon. Sharon has time to meet up with her and they plan to meet"
Ann: Have you heard the news?   Camilo: Yeah! Donald trump has announced to help Pakistan   Ann: What do you think about it?   Camilo: Pakistan needs it and Donald trump is a good person   Ann: I guess so!   Camilo: He would be making a love speech from his office this friday   Ann: I might not be able to hear that   Camilo: Need to prepare the assignments   Ann: You can hear it on yt afterwards   Camilo: I would try to   Ann: Would you come to College tomorrow?   Camilo: Yeah I would   Ann: See you tomorrow then,Donald Trump revealed a plan to help Pakistan. This Friday he will give a speech. Ann won't be able to listen. Camilo will watch it on yt later. Ann and Camilo will meet in college tomorrow.,   Camilo and Ann discussed Donald Trump's announcement to help Pakistan. Camilo believes that Pakistan needs it and Donald Trump is a good person. They also,!   Camilo: See you!   Camilo believes Donald Trump is a good person and will be making a speech from his office this Friday. Ann
"Leah: Why don't you want to come?   Max: It's not that I don't want to    Max: I can't    Leah: Because of Amy?   Max: Leah, we've discussed it already   Max: We both know that there is something between us   Max: But I prefer not to act on it   Leah: Amy is so lucky to have a husband like you   Leah: What can I do?   Leah: I have feelings for you   Leah: I want to spend time with you   Leah: It's stronger than me   Max: I know Leah",Max and Leah have feelings for each other. Max prefers not to do anything because he's married to Amy.,", but I'm married and I can't do anything about it.   Leah has feelings for Max, but he is married and does not want to",", but I can't   Max: I'm sorry     Leah has feelings for Max, but he is unable to act on them due to his"
"Freddie: So Brexit is finally gonna happen?   Isla: Looks like it. Still a long way to go, but through the hardest part. I think!   Freddie: What about Ireland?   Isla: I think they're still hashing that one out. Visas and passports too. And customs. And...   Freddie: Geez. So what did they really settle?   Isla: Immigration for one thing. And who owes who money for another. The important stuff.   Freddie: Riiiight.   Isla: After all, immigration was the reason it all got voted in in the first place.   Freddie: The NIMBY's of the country?   Isla: Yes, they saw immigrants as diluting the British culture and sucking up all the resources.   Freddie: I see.   Isla: Not wrong in some cases, but also there were some countries that shouldn't have been part of the EU. Turkey for one!   Freddie: Isn't that where you're from?   Isla: My family originally, yes.    Freddie: Interesting!",Isla thinks Brexit is going to happen. There are issues that they still need to settle before Brexit. Isla thinks Turkey shouldn't be in the EU. Isla's family is from Turkey. ,"   Brexit is finally going to happen, but there is still a lot to be worked out, especially regarding Ireland. Immigration was the main issue that was settled",   Freddie and Isla are discussing Brexit and its implications for Ireland and immigration. Isla explains that immigration was the main reason for the vote to leave
"Theodor: Honey, I guess I will go home late today.   Amilie: ..Why?..   Theodor: I have night duty today 😭😭   Amilie: You do it again? you have night duty several times a month.   Amilie: How about talking with your supervisor?    Amilie: I mean, it’s fine if they just let you know in advance.    Amilie: But very rare! Mostly they just let you know before you get ready to go home.    Theodor: Well..   Amilie: Talk to your supervisor today, or I will call him and talk with him about this for sure!   Theodor: Okay. Don’t get angry darling. 😓😓😓","Theodor has a night duty and he will go home late today. Amilie is angry, because Theodor has night duty several times a month and most of the time his supervisor do not tell him about it in advance.",   Theodor has night duty again and Amilie is not happy about it. She suggests that he talk to his supervisor about it and let them know,"   Theodor has to work night duty several times a month, and Amilie suggests that he talk to his supervisor about it. She offers to call"
"Monica: Where are you?   Monica: I can't see you.   Lexie: Be right there.   Monica: OK, waiting.",Monica is waiting for Lexie.,   Monica asked Lexie where she was and Lexie replied that she would be right there. Monica said she was waiting.,   Monica is looking for Lexie and Lexie will be right there. Monica is waiting.
"Ulia: Hi Jerry!   Jerry: Hi!    Ulia: Would you like to watch the football together tonight?   Jerry: No, not really. Not a football fan.    Ulia: Ok! ","Ulia wants to see a football game with Jerry tonight, but he is not a football fan.","   Ulia asked Jerry if he wanted to watch football together, but Jerry said he was not a fan of football.","   Ulia asked Jerry if he wanted to watch football together, but Jerry declined as he is not a fan of football."
Pam: I'm done with the report   Pam: Where should I send it?   Andy: To Mr. Hendricks   Leslie: a.hendricks@asterix.com ,Pam is done with the report. She should send it to Mr. Hendricks at a.hendricks@asterix.com.,   Pam has finished the report and Andy has instructed her to send it to Mr. Hendricks at a.hendricks@asterix.com.,"   Pam is asking where to send the report, and Andy and Leslie suggest sending it to Mr. Hendricks at a.hendricks@asterix."
"Jim: Hey, I've sent you an email about Christmas but please ignore it   Eva: OK. I was going to call Aga's parents this afternoon   Jim: I was going to buy the tickets but have to wait till I get a confirmation of my holidays   Eva: So you're not coming on 24th?   Jim: No, I was not going to come before Christmas. I'll come on 26th or later.   Eva: OK, I didn't know that   Jim: The kids will go before, on the 19th.   Eva: So they're flying with Aga's parents?   Jim: Yes.    Eva: And you're alone for Christmas???   Jim: I will probably see my brothers.   Eva: Why don't you go to Poland earlier?   Jim: I wish but I can't go with the kids because of my job, I could go on the 24th but they would have to pick me up in the afternoon... it's a trouble.   Jim: And I will have to work on 27th, probably.    Eva: ok, but if by any chance you can come before Christmas we can pick you up at the airport! it's not a problem   Jim: thank you... but I know everyone's busy on Chrismas Eve   Eva: Don't worry. We'll stay at home with my parents.   Jim: OK. I will know before next weekend.   Eva: Please let me know.   Jim: OK. Thank you.    Eva: Do you want me to explain anything to them?   Jim: No, we're fine now, thanks. Maybe I will ask you a favor when Iwona is here. We will probably need you to translate the details :)   Eva: OK!",Jim will know before the weekend if he can come before Christmas or on the 26th or later. Eva can pick him up at the airport if he comes before Christmas. ,"   Jim and Eva are discussing Jim's plans for Christmas. Jim is not able to come on the 24th, but his kids will be flying with Ag","     In this conversation, Jim is not able to come to Poland for Christmas due to work commitments. He will be sending his kids with Aga's"
"Martha: wya?   Maria: at the entrance to the mall   Jeremy: I'm inside   Maria: ok, I'm also going inside, it's too cold here   Martha: I'll be there in 10 min   Martha: should we eat first?   Maria: Are you hungry?   Martha: very!   Jeremy: me too   Maria: I'm not hungry yet, but I could have something small   Martha: ok, so maybe the pizzeria inside the mall?   Maria: ok, i'll just take a slice and you can order whole pizzas   Martha: right!   Jeremy: so we will wait there for you   Martha: ok",Jeremy and Maria are going to wait for Martha in the pizzeria inside the mall. Martha and Jeremy are hungry. Martha is going to be in 10 minutes. Maria will take only one slice of pizza.,"   Martha, Maria, and Jeremy are meeting at the entrance to the mall. Martha is running late and will arrive in 10 minutes. They decide to",", see you soon!   Martha and Jeremy are both hungry and plan to meet Maria at the entrance to the mall. They will go inside and eat"
"Mike: Would u give me ur car for tonight, plz?   Ian: Why? A date?   Mike: Yes, with Mary :)",Mike has a date with Mary tonight and he needs to borrow Ian's car.,   Mike is asking Ian if he can borrow his car for the night for a date with Mary.,"   Ian: Sure, take it.   Mike is asking Ian for his car for the night to go on a date with Mary, and Ian agrees to"
"Akira: hey, im at the airport now. where are you?   Yasujirō: getting out of my cab in a second. are you at the luggage dropoff   Akira: yeah, theres a bit of a line. ill save a spot for you   Yasujirō: thanks. be right there.   Akira: dont forget to lighten your bags before they weigh them. remember how u overpacked last time?   Yasujirō: I should be fine this time.   Akira: Ok",Akira is at the airport standing in line at the luggage dropoff. Yasujirō is getting out of his cab and will join Akira shortly. Yasujirō overpacked his luggage last time.,   Akira and Yasujirō are meeting at the airport. Akira is already there and Yasujirō is getting out of a cab. Akira,", see you soon.   Akira and Yasujirō are meeting at the airport. Akira is already there and Yasujirō is on his"
Peterson: <file_photo>   Peterson: my assistant   Philipa: what a cutieeee   Philipa: these photos lighten up my day 😍🤗   Peterson: 😘,Peterson sends Philipa a photo of his assistant and she finds the assistant cute.,"   Peterson shared a photo of his assistant, which Philipa found to be very cute. Philipa commented that the photos brightened up her day,","😘     Peterson shared a photo of his assistant, which Philipa found cute. Philipa commented that the photos brightened up her day,"
"Marion: Dear Rita, just wanted to say thank you for the lift last night.   Rita: Morning Marion, my pleasure!   Marion: I did enjoy very much a chat with you on the way home. You are such a sensible person.   Rita: Thank you. You are too kind. Well, I enjoyed our small chat too.   Marion: What a shame we hadn't thought about swapping rides to the concert hall before.   Rita: We have to do it regularly in the future.   Marion: By all means. Parking fees have become exorbitant, haven't they?   Rita: Oh yes. And it takes time to find an empty spot!   Marion: So it is my turn next month.   Rita: In fact the next concert is as early as in two weeks' time. Just checked it.   Marion: Ooops! You're right. On the 12th of November. And a fabulous programme too!   Rita: Yes, I'm looking forward to it. Is it OK if I take my son along with me?   Marion: But of course! It will be nice to see him again.   Rita: Thank you, Marion!   Marion: Don't mention it. Anyway we'll phone to sort it all out just a day or two beforehand, OK?   Rita: We will. Now have a lovely day!   Marion: You too!",Marion and Rita agree to take turns driving each other to the concert hall. Next concert is on the 12th of November and Rita will drive. She will also bring her son along. They will be in touch for details a day or two before the concert.,   Marion and Rita discussed swapping rides to the concert hall in the future to save on parking fees. They also discussed the upcoming concert on the 12th,   Marion and Rita discussed swapping rides to the concert hall in the future to save on parking fees. They also discussed taking Rita's son along to the
"Caroline: I got my results...   Olivia: And??   Irene: Negative, right?   Caroline: Yes. I feel so relieved! ",Caroline got negative results. She is relieved.,"   Caroline got her results back and they were negative, which she was relieved about.","   Caroline got her results and they were negative, which she is relieved about."
"Camilla: Hello dear 😊 How is your trip going?   Marge: Oh, it’s absolutely wonderful! The weather is just right. It’s not too sunny, which is a good thing, and you know what oppressive weather is doing to my health. The people are very hospitable and warm, but maybe a little bit too exuberant for my taste.   Camilla: And how is food?   Marge: Spicy and stodgy, but Frank is crazy about it. He’s forcing me to accompany him on every little trip to the city centre, so he can taste something new.   Camilla: You shouldn’t complain so much about it, Marge. After all, you are finally spending some quality time together.   Marge: Oh, but you know me. I’m more of a home bird, not that I’m staying in the hotel, mind you. Instead of chasing after food, I prefer to lounge in the sun with a good book in my hand. And he’s making my life just a little bit harder. But enough about me! How are you?   Camilla: Fine, thank you. I’m completely alone today, because Harry has gone fishing this morning, but I think I might go out for a bit, maybe do some shopping. We don’t have any rosemary and it does wonders to a freshly caught salmon. We’ll stay in touch, dear. Enjoy your trip!   Marge: We certainly will! Take care, dear.",Marge's trip is great. The weather is perfect. Frank is crazy about the food. He wants Marge to accompany him on every trip to the city centre. She would prefer to stay at the beach with a book. Camilla's staying alone today because Harry's gone fishing. She's going to do some shopping.,"   Marge is on a trip and enjoying the hospitable people and the weather. She is not a fan of the food, but her husband Frank is","   Marge is on a trip with her husband Frank and is enjoying the hospitable people and the weather, although the food is too spicy and stod"
"Alan: guys, you're Americans, could you tell me how much should I tip in NYC, I'm always confused   Peter: I'm British :P   Alan: Once sb told me it's about 10%   Alan: that it's decent   Josephine: No, I'd say at least 15%   Melissa: In NYC I always give at least 20%   Jay: me too   Alan: What? That's a lot!   Melissa: I know, but there are good reasons for that   Melissa: waiters get paid very badly in NYC   Jay: if they get paid at all   Melissa: exactly   Alan: what?   Melissa: it's said that nowadays a lot of business owners don't pay waiters because they assume they would get tips   Jay: and of course they don't have health insurance and so on, very often   Jay: so conditions of this work are very bad generally   Alan: So we basically chip in their salary?   Jay: yes, it seems so   Melissa: I believe in most of cases it's true","Alan isn't sure if a 10% tip is enough in NY. Josephine usually tips minimum 15%, Jay and Melissa more than 20%. Many NY waiters don't get regular wages or don't have health insurance so they have to rely on tips as only income.","   Alan was confused about how much to tip in NYC and was told 10% was decent. Josephine and Melissa both suggested at least 15%, and Jay","     In this conversation, Alan is asking how much he should tip in NYC. Peter reveals he is British. Josephine and Melissa suggest 15% and"
"Lucas: Hey Sarah, have you seen Stranger Things?   Sarah: Sure, it’s absolutely awesome!   Sarah: It’s scary when it means to be scary and it’s also endearing when it means to be endearing. It’s an absolute delight to watch 😊   Lucas: It’s an amazing early 80s throwback, don’t you think?   Sarah: It’s in the same convention as Lost or Under the Dome   Lucas: I liked the ‘80s very much, especially music from that time   Sarah: Sure, I think that music from the ‘80s was amazing   Lucas: Is Netflix planning to make the 3rd season?   Sarah: Yes, it’s one of the most popular series on Netflix",Sarah and Lucas watched Stranger Things and they like the 80's convention. Netflix will play the 3rd season.,   Lucas and Sarah are discussing the Netflix show Stranger Things. Sarah thinks it is both scary and endearing and an absolute delight to watch. Lucas mentions," right now.   In this conversation, Lucas and Sarah discuss the Netflix series Stranger Things. Sarah praises the show for being both scary and endearing, and"
Yvonne: Hi! Can you tell my father that he should come at 5 not at 4 pm.   Iona: He's in town now but I can send him a message.   Iona: Actually why don't you text him?   Yvonne: I did and asked him to call me back but he hasn't read my message.   Iona: That's strange. He is always so fast in replying. Wait a sec!   Iona: Just found his mobile! He's forgotten to take it along.   Yvonne: Oh sugar! Can you leave him a message at home to read when he's back?   Iona: Sure I can but I don't think he'll be coming home before visiting you. He was saying something about driving on to Bretton.   Yvonne: That's too bad. Nobody will be here at 4.   Iona: Hasn't he got a spare key to your place?   Yvonne: He does but quite unlikely he's got it on him. Could you please check if it is on its key hook?   Iona: I'm already on the train to B'ham.   Yvonne: Oh blast!!! I guess I have to leave the key with the neighbours and put a note for him on the door. I'd hate him standing in the cold and dark here and not knowing what's going on.   Iona: Sounds a sensible solution.,"Yvonne is trying to reach her dad to let him know to come at 5 instead of 4 as no one will be in. As she nor Iona can reach him, she will leave a key with the neighbours and a note on the door. ",   Yvonne and Iona are discussing Yvonne's father coming to her place at 5 pm instead of 4 pm. Iona finds out that," In this conversation, Yvonne is trying to arrange for her father to come to her place at 5 pm, but he has forgotten his phone and is not"
"Pete: Have you decided on your new car, yet?   Tom: I'm still wondering but right now I am leaning towards a long-term rental option   Pete: Oh really? Doesn't it add up to a much higher cost in total?   Tom: Not really, when take into consideration all the insurence costs and how much new cars diminish their value the minute you buy them   Pete: Hmm, I haven't lokked at it this way   Pete: looked*   Tom: And I get a new car each year   Pete: Wow, that's actually something I would be interested in :D",Tom is thinking of getting a new car. Long-term rental may be a good option for him.,"   Pete and Tom are discussing Tom's car options. Tom is considering a long-term rental option, which Pete initially questions due to the cost.","   Tom is considering a long-term rental option for his new car, which he believes is more cost-effective than buying a new car due to insurance"
Pam: Have you seen the new Woody Allen movie?   Steve: No and I'm not going to. He's a creep. All that stuff with his family - yuk. Never watching a movie of his again   Pam: I hear ya,Steve is never going to watch a movie by Woody Allen again.,"   Pam asked Steve if he had seen the new Woody Allen movie, to which Steve replied that he had not and had no intention of doing so,",.   Pam and Steve have both decided not to watch any more movies by Woody Allen due to his personal life.
"Mark: Returning to our last discussion, do you like French cuisine?   Josh: Well, I don’t know actually…   Mark: If you’re one of those people who doesn’t like to eat because “there’s more to life than food”, you should definitely visit Paris 😊   Josh: I guess I’m that kind of person 😉 Actually, I’m a great fan of sports and you know it very well   Mark: I’ve been to Paris two times and I loved exploring combinations of wines and cheeses. Besides, according to the traditional French cuisine, butter plays a central part in French dishes","Mark has been to Paris twice and liked combinations of wine and cheese. Josh doesn't like food very much, he's a great fan of sports. ","   Mark suggested that Josh should visit Paris to explore the traditional French cuisine, which includes combinations of wines and cheeses and butter playing a central part. Josh",".   Mark suggests that Josh should visit Paris to experience French cuisine, as it is known for its combination of wines and cheeses. Josh admits that he"
"Benjamin: yo!   Dylan: hey! what's up?   Benjamin: Megan wanted me to ask if she can borrow your Mystery of the Abbey that you left at our place   Dylan: sure, I don't plan to play it anytime soon   Benjamin: great :) she says thanks :)   Dylan: no problem :)",Megan would like to borrow Dylan's Mystery of the Abbey game. Dylan is ok with this. ,"   Benjamin asked Dylan if Megan could borrow the game Mystery of the Abbey that Dylan left at their place, and Dylan said it was okay.","   Benjamin asked Dylan if Megan can borrow the Mystery of the Abbey game that Dylan left at their place, and Dylan agreed."
"Ben: hey peter   Ben: i'm changing my phone number   Ben: new number is 917-223-1211   Peter: thanks for letting me know   Peter: we should go out soon, haven't seen you in a while   Ben: hell yeah!",Ben has a new phone number.,"   Ben told Peter his new phone number, and Peter suggested they should go out soon since they haven't seen each other in a while. Ben agreed."," In this conversation, Ben is informing Peter of his new phone number and they agree to go out soon."
"Nestor: <file_photo>   Nestor: I think this semester I won’t be able to resist enrolling in random seminars which I find interesting   Aida: Please DON’T   Aida: As a person who had always done it and always regretted in the end, I feel like you really shouldn’t   Aida: Ehem but I haven’t even asked which seminars   Aida: 😅   Nestor: History of imperialism in Latin America, Racism in Brasil (!!!), Critical Theory and many many many MOOORE   Aida: Oh sounds good, especially the one about racism   Aida: Perhaps you could just attend without enrolling?   Nestor: Mmmm   Aida: I thought you were thinking of an academic career and all these seminars are unrelated to your degree   Aida: Remember your grades are Sacred, your diploma has to be flawless, etc.   Nestor: AAAAAAA   Nestor: You’re touching on difficult subjects here   Aida:?!   Nestor: I’ve only got one A this year… Professors mostly refuse to give better grades than a B here :(   Aida: Fuckers. Sounds like the French system. Only the professor merits an A   Nestor: Something like that, actually our education system is very similar   Nestor: But I didn’t even want to talk about uni!!   Aida: Ooops 🤫   Aida: On a different note… I’m polishing my Portuguese listening to Ludmilla, do you know her? 🤣   Nestor: lol yeah   Nestor: They usually play her songs at parties, etc.   Nestor: But I don’t listen to her myself   Aida: Such a shame. I can’t stop singing “Hoje”. A smashing hit 🥁💥   Nestor: You should tots check out Pabllo Vittar if you happen to have discovered a craving for shitty music   Nestor: He’s really “good”   Aida: Interesting   Aida: Obrigada 😻",Nestor wants to take a lot of classes this semester. Aida advises Nestor to focus on essentials. They dislike the grading system. Aida listens to Ludmilla to improve her Portuguese. Nestor recommends Pablo Vittar.,"   Nestor and Aida discussed Nestor's interest in enrolling in random seminars this semester. Aida warned Nestor against it, as she","   In this conversation, Nestor is considering enrolling in random seminars, but Aida advises him against it, citing his academic career and grades. They then"
"Tim: There is a reunion from school on the 20th June, did you see that?   Jocke: No where?   Tim: Lisa sent an email   Jocke: I don't think I received it   Tim: Maybe in your spam folder?   Jocke: I'll check   Jocke: Are you planning on going?   Tim: If you go yeah maybe   Jocke: It's been a while since the last one   Tim: Yeah it has   Tim: Lisa organised the last one too, it was good   Jocke: Yeah it was",Lisa organises a school reunion on the 20th of June.,"   Tim and Jocke are discussing a school reunion that is taking place on the 20th June. Lisa sent an email about it, but Joc",     Tim and Jocke are discussing a reunion from school on the 20th June that Lisa sent an email about. Jocke did not receive
"Sarah: Hi guys, there is the departmental meeting today   Ashley: oh, I didn't know, what will be discussed?   Sarah: mostly financial stuff, so that's why I'm writing you, it's quite crucial for our project   Trevor: of course!   Trevor: what time and where?   Sarah: the Emerald Room at 7PM   Sarah: they decided to organise it so late because they want to give everybody the opportunity to be there   Ashley: ok, I'll be there as well",The departmental meeting about finance is taking place in the Emerald Room at 7 pm today.,   Sarah has informed Ashley and Trevor that there will be a departmental meeting today in the Emerald Room at 7PM to discuss mostly financial stuff. Sarah mentioned,"   In this conversation, Sarah informs Ashley and Trevor about a departmental meeting taking place in the Emerald Room at 7PM. Sarah explains that the meeting is taking"
"Carolyn: Speaking of the film   Carolyn: I still don’t know how I feel about the plot twist   Jon: Oh yeah that   Carolyn: Feels like he should be mentioned in the actual series if he’s related to Dumbledore but ok   Jon: I think he has to be lying right?   Jon: Because it doesn't make any sense   Carolyn: Maybe not, I guess the book on Dumbledore was based on memories of Bathilda Bagshot and she didn’t have to know?   Carolyn: Lol I don’t even   Jon: Dumbledore's parents died and got put into jail before creedence was born   Carolyn: He’s so much younger than Albus   Jon: His mom was already dead   Carolyn: “Life finds a way”   Jon: And dad was in jail for a few years   Jon: Lmao   Jon: Maybe he is a nephew or something   Carolyn: I just… I guess we need to wait, it feels really weird",Carolyn and Jon are discussing a plot twist in a movie. Carolyn is unsure how she feels about it.,"   Carolyn and Jon are discussing a plot twist in a film. Carolyn is unsure how to feel about it, as it involves a character related to Dumbledore",     Carolyn and Jon are discussing a plot twist in a film and trying to figure out if it makes sense. They speculate that the twist may involve
